"Laufende Nummer","Gemeindeschlüssel SRDB",GS,"Amtlicher Gemeindeschlüssel SRDB",AGS,"Bundeseinheitlicher Regionalschlüssel","Textkennzeichen der Gemeinde","Postleitzahl",Gemeindename,Kreis,Kreis Nummer,Kreis Allgemeine Nummer,Kreis Typ,Kreis Name,Region,Region Nummer,Region Allgemeine Nummer,Region Name,Regierungsbezirk,Regierungsbezirk Nummer,Regierungsbezirk Allgemeine Nummer,Regierungsbezirk Name
720,GS,326075,KD,08326075,083265004075,64,78086,Brigachtal,KR,326,08326,Landkreis,Schwarzwald-Baar-Kreis,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
721,GS,327002,KD,08327002,083275004002,64,78554,Aldingen,KR,327,08327,Landkreis,Tuttlingen,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
722,GS,327004,KD,08327004,083275001004,64,78580,Bärenthal,KR,327,08327,Landkreis,Tuttlingen,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
723,GS,327005,KD,08327005,083275004005,64,78582,Balgheim,KR,327,08327,Landkreis,Tuttlingen,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
724,GS,327006,KD,08327006,083275004006,64,78583,Böttingen,KR,327,08327,Landkreis,Tuttlingen,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
725,GS,327007,KD,08327007,083275002007,64,78585,Bubsheim,KR,327,08327,Landkreis,Tuttlingen,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
726,GS,327008,KD,08327008,083275001008,64,88637,Buchheim,KR,327,08327,Landkreis,Tuttlingen,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
727,GS,327009,KD,08327009,083275002009,64,78586,Deilingen,KR,327,08327,Landkreis,Tuttlingen,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
728,GS,327010,KD,08327010,083275004010,64,78588,Denkingen,KR,327,08327,Landkreis,Tuttlingen,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
729,GS,327011,KD,08327011,083275004011,64,78589,Dürbheim,KR,327,08327,Landkreis,Tuttlingen,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
730,GS,327012,KD,08327012,083275005012,64,78591,Durchhausen,KR,327,08327,Landkreis,Tuttlingen,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
731,GS,327013,KD,08327013,083275002013,64,78592,Egesheim,KR,327,08327,Landkreis,Tuttlingen,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
732,GS,327016,KD,08327016,083275001016,63,78567,"Fridingen an der Donau, Stadt",KR,327,08327,Landkreis,Tuttlingen,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
733,GS,327017,KD,08327017,083275004017,64,78665,Frittlingen,KR,327,08327,Landkreis,Tuttlingen,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
734,GS,327018,KD,08327018,083275003018,63,78187,"Geisingen, Stadt",KR,327,08327,Landkreis,Tuttlingen,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
735,GS,327019,KD,08327019,083275002019,64,78559,Gosheim,KR,327,08327,Landkreis,Tuttlingen,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
736,GS,327020,KD,08327020,083275005020,64,78594,Gunningen,KR,327,08327,Landkreis,Tuttlingen,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
737,GS,327023,KD,08327023,083275004023,64,78595,Hausen ob Verena,KR,327,08327,Landkreis,Tuttlingen,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
738,GS,327025,KD,08327025,083275003025,64,78194,Immendingen,KR,327,08327,Landkreis,Tuttlingen,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
739,GS,327027,KD,08327027,083275001027,64,78597,Irndorf,KR,327,08327,Landkreis,Tuttlingen,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
740,GS,327029,KD,08327029,083275002029,64,78598,Königsheim,KR,327,08327,Landkreis,Tuttlingen,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
741,GS,327030,KD,08327030,083275001030,64,78600,Kolbingen,KR,327,08327,Landkreis,Tuttlingen,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
743,GS,327036,KD,08327036,083275001036,63,78570,"Mühlheim an der Donau, Stadt",KR,327,08327,Landkreis,Tuttlingen,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
744,GS,327038,KD,08327038,083275006038,64,78579,Neuhausen ob Eck,KR,327,08327,Landkreis,Tuttlingen,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
745,GS,327040,KD,08327040,083275002040,64,78564,Reichenbach am Heuberg,KR,327,08327,Landkreis,Tuttlingen,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
746,GS,327041,KD,08327041,083275001041,64,78603,Renquishausen,KR,327,08327,Landkreis,Tuttlingen,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
747,GS,327046,KD,08327046,083275004046,63,78549,"Spaichingen, Stadt",KR,327,08327,Landkreis,Tuttlingen,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
748,GS,327048,KD,08327048,083275005048,64,78607,Talheim,KR,327,08327,Landkreis,Tuttlingen,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
749,GS,327049,KD,08327049,083275005049,63,78647,"Trossingen, Stadt",KR,327,08327,Landkreis,Tuttlingen,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
750,GS,327050,KD,08327050,083275006050,67,78532,"Tuttlingen, Stadt",KR,327,08327,Landkreis,Tuttlingen,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
751,GS,327051,KD,08327051,083275002051,64,78564,Wehingen,KR,327,08327,Landkreis,Tuttlingen,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
752,GS,327054,KD,08327054,083275006054,64,78573,Wurmlingen,KR,327,08327,Landkreis,Tuttlingen,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
753,GS,327055,KD,08327055,083275006055,64,78606,Seitingen-Oberflacht,KR,327,08327,Landkreis,Tuttlingen,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
754,GS,327056,KD,08327056,083275006056,64,78604,Rietheim-Weilheim,KR,327,08327,Landkreis,Tuttlingen,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
755,GS,327057,KD,08327057,083275006057,64,78576,Emmingen-Liptingen,KR,327,08327,Landkreis,Tuttlingen,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
756,GS,335001,KD,08335001,083355001001,63,78267,"Aach, Stadt",KR,335,08335,Landkreis,Konstanz,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
757,GS,335002,KD,08335002,083355004002,64,78476,Allensbach,KR,335,08335,Landkreis,Konstanz,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
758,GS,335015,KD,08335015,083355002015,64,78266,Büsingen am Hochrhein,KR,335,08335,Landkreis,Konstanz,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
759,GS,335021,KD,08335021,083355006021,64,78253,Eigeltingen,KR,335,08335,Landkreis,Konstanz,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
760,GS,335022,KD,08335022,083355001022,63,78234,"Engen, Stadt",KR,335,08335,Landkreis,Konstanz,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
761,GS,335025,KD,08335025,083355003025,64,78343,Gaienhofen,KR,335,08335,Landkreis,Konstanz,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
762,GS,335026,KD,08335026,083355002026,64,78262,Gailingen am Hochrhein,KR,335,08335,Landkreis,Konstanz,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
763,GS,335028,KD,08335028,083355002028,64,78244,Gottmadingen,KR,335,08335,Landkreis,Konstanz,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
764,GS,335035,KD,08335035,083350035035,64,78247,Hilzingen,KR,335,08335,Landkreis,Konstanz,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
765,GS,335043,KD,08335043,083355004043,67,78462,"Konstanz, Universitätsstadt",KR,335,08335,Landkreis,Konstanz,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
766,GS,335055,KD,08335055,083355003055,64,78345,Moos,KR,335,08335,Landkreis,Konstanz,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
767,GS,335057,KD,08335057,083355006057,64,78357,Mühlingen,KR,335,08335,Landkreis,Konstanz,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
768,GS,335061,KD,08335061,083355003061,64,78337,Öhningen,KR,335,08335,Landkreis,Konstanz,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
769,GS,335063,KD,08335063,083350063063,67,78315,"Radolfzell am Bodensee, Stadt",KR,335,08335,Landkreis,Konstanz,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
770,GS,335066,KD,08335066,083355004066,64,78479,Reichenau,KR,335,08335,Landkreis,Konstanz,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
771,GS,335075,KD,08335075,083355005075,67,78224,"Singen (Hohentwiel), Stadt",KR,335,08335,Landkreis,Konstanz,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
772,GS,335077,KD,08335077,083355005077,64,78256,Steißlingen,KR,335,08335,Landkreis,Konstanz,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
773,GS,335079,KD,08335079,083355006079,63,78333,"Stockach, Stadt",KR,335,08335,Landkreis,Konstanz,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
774,GS,335080,KD,08335080,083350080080,63,78250,"Tengen, Stadt",KR,335,08335,Landkreis,Konstanz,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
775,GS,335081,KD,08335081,083355005081,64,78269,Volkertshausen,KR,335,08335,Landkreis,Konstanz,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
776,GS,335096,KD,08335096,083355006096,64,78355,Hohenfels,KR,335,08335,Landkreis,Konstanz,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
777,GS,335097,KD,08335097,083355001097,64,78259,Mühlhausen-Ehingen,KR,335,08335,Landkreis,Konstanz,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
778,GS,335098,KD,08335098,083355006098,64,78351,Bodman-Ludwigshafen,KR,335,08335,Landkreis,Konstanz,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
779,GS,335099,KD,08335099,083355006099,64,78359,Orsingen-Nenzingen,KR,335,08335,Landkreis,Konstanz,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
780,GS,335100,KD,08335100,083355005100,64,78239,Rielasingen-Worblingen,KR,335,08335,Landkreis,Konstanz,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
781,GS,336004,KD,08336004,083365006004,64,79677,Aitern,KR,336,08336,Landkreis,Lörrach,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
782,GS,336006,KD,08336006,083365005006,64,79415,Bad Bellingen,KR,336,08336,Landkreis,Lörrach,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
783,GS,336008,KD,08336008,083365008008,64,79589,Binzen,KR,336,08336,Landkreis,Lörrach,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
784,GS,336010,KD,08336010,083365006010,64,79677,Böllen,KR,336,08336,Landkreis,Lörrach,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
785,GS,336014,KD,08336014,083360014014,64,79588,Efringen-Kirchen,KR,336,08336,Landkreis,Lörrach,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
786,GS,336019,KD,08336019,083365008019,64,79591,Eimeldingen,KR,336,08336,Landkreis,Lörrach,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
787,GS,336024,KD,08336024,083365008024,64,79592,Fischingen,KR,336,08336,Landkreis,Lörrach,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
788,GS,336025,KD,08336025,083365006025,64,79677,Fröhnd,KR,336,08336,Landkreis,Lörrach,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
789,GS,336034,KD,08336034,083365007034,64,79686,Hasel,KR,336,08336,Landkreis,Lörrach,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
790,GS,336036,KD,08336036,083365007036,64,79688,Hausen im Wiesental,KR,336,08336,Landkreis,Lörrach,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
791,GS,336043,KD,08336043,083365003043,64,79594,Inzlingen,KR,336,08336,Landkreis,Lörrach,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
792,GS,336045,KD,08336045,083365001045,63,79400,"Kandern, Stadt",KR,336,08336,Landkreis,Lörrach,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
793,GS,336050,KD,08336050,083365003050,67,79539,"Lörrach, Stadt",KR,336,08336,Landkreis,Lörrach,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
794,GS,336057,KD,08336057,083365007057,64,79689,Maulburg,KR,336,08336,Landkreis,Lörrach,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
796,GS,336073,KD,08336073,083365008073,64,79595,Rümmingen,KR,336,08336,Landkreis,Lörrach,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
797,GS,336075,KD,08336075,083365008075,64,79597,Schallbach,KR,336,08336,Landkreis,Lörrach,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
798,GS,336078,KD,08336078,083365005078,64,79418,Schliengen,KR,336,08336,Landkreis,Lörrach,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
799,GS,336079,KD,08336079,083365006079,63,79677,"Schönau im Schwarzwald, Stadt",KR,336,08336,Landkreis,Lörrach,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
800,GS,336080,KD,08336080,083365006080,64,79677,Schönenberg,KR,336,08336,Landkreis,Lörrach,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
801,GS,336081,KD,08336081,083365007081,63,79650,"Schopfheim, Stadt",KR,336,08336,Landkreis,Lörrach,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
802,GS,336082,KD,08336082,083365004082,64,79739,Schwörstadt,KR,336,08336,Landkreis,Lörrach,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
803,GS,336084,KD,08336084,083360084084,64,79585,Steinen,KR,336,08336,Landkreis,Lörrach,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
804,GS,336087,KD,08336087,083360087087,63,79674,"Todtnau, Stadt",KR,336,08336,Landkreis,Lörrach,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
805,GS,336089,KD,08336089,083365006089,64,79677,Tunau,KR,336,08336,Landkreis,Lörrach,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
806,GS,336090,KD,08336090,083365006090,64,79694,Utzenfeld,KR,336,08336,Landkreis,Lörrach,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
807,GS,336091,KD,08336091,083360091091,67,79576,"Weil am Rhein, Stadt",KR,336,08336,Landkreis,Lörrach,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
808,GS,336094,KD,08336094,083365006094,64,79677,Wembach,KR,336,08336,Landkreis,Lörrach,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
809,GS,336096,KD,08336096,083365006096,64,79695,Wieden,KR,336,08336,Landkreis,Lörrach,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
810,GS,336100,KD,08336100,083365008100,64,79599,Wittlingen,KR,336,08336,Landkreis,Lörrach,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
811,GS,336103,KD,08336103,083365009103,63,79669,"Zell im Wiesental, Stadt",KR,336,08336,Landkreis,Lörrach,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
812,GS,336104,KD,08336104,083365001104,64,79429,Malsburg-Marzell,KR,336,08336,Landkreis,Lörrach,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
813,GS,336105,KD,08336105,083360105105,64,79639,Grenzach-Wyhlen,KR,336,08336,Landkreis,Lörrach,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
814,GS,336106,KD,08336106,083365009106,64,79685,Häg-Ehrsberg,KR,336,08336,Landkreis,Lörrach,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
815,GS,336107,KD,08336107,083360107107,64,79692,Kleines Wiesental,KR,336,08336,Landkreis,Lörrach,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
816,GS,337002,KD,08337002,083370002002,64,79774,Albbruck,KR,337,08337,Landkreis,Waldshut,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
817,GS,337013,KD,08337013,083375006013,64,79872,Bernau im Schwarzwald,KR,337,08337,Landkreis,Waldshut,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
818,GS,337022,KD,08337022,083375001022,63,79848,"Bonndorf im Schwarzwald, Stadt",KR,337,08337,Landkreis,Waldshut,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
819,GS,337027,KD,08337027,083375006027,64,79875,Dachsberg (Südschwarzwald),KR,337,08337,Landkreis,Waldshut,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
820,GS,337030,KD,08337030,083375002030,64,79802,Dettighofen,KR,337,08337,Landkreis,Waldshut,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
821,GS,337032,KD,08337032,083375007032,64,79804,Dogern,KR,337,08337,Landkreis,Waldshut,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
822,GS,337038,KD,08337038,083370038038,64,79733,Görwihl,KR,337,08337,Landkreis,Waldshut,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
823,GS,337039,KD,08337039,083375004039,64,79865,Grafenhausen,KR,337,08337,Landkreis,Waldshut,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
824,GS,337045,KD,08337045,083375006045,64,79837,Häusern,KR,337,08337,Landkreis,Waldshut,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
825,GS,337049,KD,08337049,083375005049,64,79737,Herrischried,KR,337,08337,Landkreis,Waldshut,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
826,GS,337051,KD,08337051,083375006051,64,79862,Höchenschwand,KR,337,08337,Landkreis,Waldshut,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
827,GS,337053,KD,08337053,083375003053,64,79801,Hohentengen am Hochrhein,KR,337,08337,Landkreis,Waldshut,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
828,GS,337059,KD,08337059,083375006059,64,79837,Ibach,KR,337,08337,Landkreis,Waldshut,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
829,GS,337060,KD,08337060,083375002060,64,79798,Jestetten,KR,337,08337,Landkreis,Waldshut,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
830,GS,337062,KD,08337062,083370062062,64,79771,Klettgau,KR,337,08337,Landkreis,Waldshut,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
831,GS,337065,KD,08337065,083375007065,64,79787,Lauchringen,KR,337,08337,Landkreis,Waldshut,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
832,GS,337066,KD,08337066,083370066066,63,79725,"Laufenburg (Baden), Stadt",KR,337,08337,Landkreis,Waldshut,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
833,GS,337070,KD,08337070,083375002070,64,79807,Lottstetten,KR,337,08337,Landkreis,Waldshut,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
834,GS,337076,KD,08337076,083375005076,64,79730,Murg,KR,337,08337,Landkreis,Waldshut,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
835,GS,337090,KD,08337090,083375005090,64,79736,Rickenbach,KR,337,08337,Landkreis,Waldshut,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
836,GS,337096,KD,08337096,083375005096,63,79713,"Bad Säckingen, Stadt",KR,337,08337,Landkreis,Waldshut,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
837,GS,337097,KD,08337097,083375006097,63,79837,"St. Blasien, Stadt",KR,337,08337,Landkreis,Waldshut,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
838,GS,337106,KD,08337106,083370106106,63,79780,"Stühlingen, Stadt",KR,337,08337,Landkreis,Waldshut,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
839,GS,337108,KD,08337108,083375006108,64,79682,Todtmoos,KR,337,08337,Landkreis,Waldshut,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
840,GS,337116,KD,08337116,083370116116,63,79664,"Wehr, Stadt",KR,337,08337,Landkreis,Waldshut,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
841,GS,337118,KD,08337118,083375007118,64,79809,Weilheim,KR,337,08337,Landkreis,Waldshut,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
842,GS,337123,KD,08337123,083375008123,64,79793,Wutöschingen,KR,337,08337,Landkreis,Waldshut,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
843,GS,337124,KD,08337124,083375008124,64,79805,Eggingen,KR,337,08337,Landkreis,Waldshut,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
844,GS,337125,KD,08337125,083375003125,64,79790,Küssaberg,KR,337,08337,Landkreis,Waldshut,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
845,GS,337126,KD,08337126,083375007126,67,79761,"Waldshut-Tiengen, Stadt",KR,337,08337,Landkreis,Waldshut,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
846,GS,337127,KD,08337127,083375001127,64,79879,Wutach,KR,337,08337,Landkreis,Waldshut,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
847,GS,337128,KD,08337128,083375004128,64,79777,Ühlingen-Birkendorf,KR,337,08337,Landkreis,Waldshut,RV,33,0833,Hochrhein-Bodensee,RB,3,083,Freiburg
849,GS,415019,KD,08415019,084150019019,64,72800,Eningen unter Achalm,KR,415,08415,Landkreis,Reutlingen,RV,41,0841,Neckar-Alb,RB,4,084,Tübingen
850,GS,415027,KD,08415027,084155003027,64,72532,Gomadingen,KR,415,08415,Landkreis,Reutlingen,RV,41,0841,Neckar-Alb,RB,4,084,Tübingen
851,GS,415028,KD,08415028,084155005028,64,72582,Grabenstetten,KR,415,08415,Landkreis,Reutlingen,RV,41,0841,Neckar-Alb,RB,4,084,Tübingen
852,GS,415029,KD,08415029,084155002029,64,72661,Grafenberg,KR,415,08415,Landkreis,Reutlingen,RV,41,0841,Neckar-Alb,RB,4,084,Tübingen
853,GS,415034,KD,08415034,084155006034,63,72534,"Hayingen, Stadt",KR,415,08415,Landkreis,Reutlingen,RV,41,0841,Neckar-Alb,RB,4,084,Tübingen
854,GS,415039,KD,08415039,084155005039,64,72584,Hülben,KR,415,08415,Landkreis,Reutlingen,RV,41,0841,Neckar-Alb,RB,4,084,Tübingen
855,GS,415048,KD,08415048,084155003048,64,72537,Mehrstetten,KR,415,08415,Landkreis,Reutlingen,RV,41,0841,Neckar-Alb,RB,4,084,Tübingen
856,GS,415050,KD,08415050,084155002050,67,72555,"Metzingen, Stadt",KR,415,08415,Landkreis,Reutlingen,RV,41,0841,Neckar-Alb,RB,4,084,Tübingen
857,GS,415053,KD,08415053,084155003053,63,72525,"Münsingen, Stadt",KR,415,08415,Landkreis,Reutlingen,RV,41,0841,Neckar-Alb,RB,4,084,Tübingen
858,GS,415058,KD,08415058,084155006058,64,72539,Pfronstetten,KR,415,08415,Landkreis,Reutlingen,RV,41,0841,Neckar-Alb,RB,4,084,Tübingen
859,GS,415059,KD,08415059,084150059059,63,72793,"Pfullingen, Stadt",KR,415,08415,Landkreis,Reutlingen,RV,41,0841,Neckar-Alb,RB,4,084,Tübingen
860,GS,415060,KD,08415060,084155004060,64,72124,Pliezhausen,KR,415,08415,Landkreis,Reutlingen,RV,41,0841,Neckar-Alb,RB,4,084,Tübingen
861,GS,415061,KD,08415061,084150061061,67,72764,"Reutlingen, Stadt",KR,415,08415,Landkreis,Reutlingen,RV,41,0841,Neckar-Alb,RB,4,084,Tübingen
862,GS,415062,KD,08415062,084155002062,64,72585,Riederich,KR,415,08415,Landkreis,Reutlingen,RV,41,0841,Neckar-Alb,RB,4,084,Tübingen
863,GS,415073,KD,08415073,084150073073,63,72818,"Trochtelfingen, Stadt",KR,415,08415,Landkreis,Reutlingen,RV,41,0841,Neckar-Alb,RB,4,084,Tübingen
864,GS,415078,KD,08415078,084155005078,63,72574,"Bad Urach, Stadt",KR,415,08415,Landkreis,Reutlingen,RV,41,0841,Neckar-Alb,RB,4,084,Tübingen
865,GS,415080,KD,08415080,084150080080,64,72827,Wannweil,KR,415,08415,Landkreis,Reutlingen,RV,41,0841,Neckar-Alb,RB,4,084,Tübingen
866,GS,415085,KD,08415085,084155006085,64,88529,Zwiefalten,KR,415,08415,Landkreis,Reutlingen,RV,41,0841,Neckar-Alb,RB,4,084,Tübingen
867,GS,415087,KD,08415087,084155004087,64,72141,Walddorfhäslach,KR,415,08415,Landkreis,Reutlingen,RV,41,0841,Neckar-Alb,RB,4,084,Tübingen
868,GS,415088,KD,08415088,084155005088,64,72587,Römerstein,KR,415,08415,Landkreis,Reutlingen,RV,41,0841,Neckar-Alb,RB,4,084,Tübingen
869,GS,415089,KD,08415089,084155001089,64,72829,Engstingen,KR,415,08415,Landkreis,Reutlingen,RV,41,0841,Neckar-Alb,RB,4,084,Tübingen
870,GS,415090,KD,08415090,084155001090,64,72531,Hohenstein,KR,415,08415,Landkreis,Reutlingen,RV,41,0841,Neckar-Alb,RB,4,084,Tübingen
871,GS,415091,KD,08415091,084150091091,64,72820,Sonnenbühl,KR,415,08415,Landkreis,Reutlingen,RV,41,0841,Neckar-Alb,RB,4,084,Tübingen
872,GS,415092,KD,08415092,084150092092,64,72805,Lichtenstein,KR,415,08415,Landkreis,Reutlingen,RV,41,0841,Neckar-Alb,RB,4,084,Tübingen
873,GS,415093,KD,08415093,084150093093,64,72813,St. Johann,KR,415,08415,Landkreis,Reutlingen,RV,41,0841,Neckar-Alb,RB,4,084,Tübingen
874,GS,416006,KD,08416006,084165002006,64,72411,Bodelshausen,KR,416,08416,Landkreis,Tübingen,RV,41,0841,Neckar-Alb,RB,4,084,Tübingen
875,GS,416009,KD,08416009,084160009009,64,72135,Dettenhausen,KR,416,08416,Landkreis,Tübingen,RV,41,0841,Neckar-Alb,RB,4,084,Tübingen
876,GS,416011,KD,08416011,084165001011,64,72144,Dußlingen,KR,416,08416,Landkreis,Tübingen,RV,41,0841,Neckar-Alb,RB,4,084,Tübingen
