"Laufende Nummer","Gemeindeschlüssel SRDB",GS,"Amtlicher Gemeindeschlüssel SRDB",AGS,"Bundeseinheitlicher Regionalschlüssel","Textkennzeichen der Gemeinde","Postleitzahl",Gemeindename,Kreis,Kreis Nummer,Kreis Allgemeine Nummer,Kreis Typ,Kreis Name,Region,Region Nummer,Region Allgemeine Nummer,Region Name,Regierungsbezirk,Regierungsbezirk Nummer,Regierungsbezirk Allgemeine Nummer,Regierungsbezirk Name
1037,GS,435067,KD,08435067,084355003067,64,88693,Deggenhausertal,KR,435,08435,Landkreis,Bodenseekreis,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1038,GS,436001,KD,08436001,084365007001,64,88147,Achberg,KR,436,08436,Landkreis,Ravensburg,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1039,GS,436003,KD,08436003,084365004003,64,88317,Aichstetten,KR,436,08436,Landkreis,Ravensburg,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1040,GS,436004,KD,08436004,084365004004,64,88319,Aitrach,KR,436,08436,Landkreis,Ravensburg,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1041,GS,436005,KD,08436005,084365001005,64,88361,Altshausen,KR,436,08436,Landkreis,Ravensburg,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1042,GS,436006,KD,08436006,084365007006,64,88279,Amtzell,KR,436,08436,Landkreis,Ravensburg,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1043,GS,436008,KD,08436008,084360008008,63,88326,"Aulendorf, Stadt",KR,436,08436,Landkreis,Ravensburg,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1044,GS,436009,KD,08436009,084365002009,67,88339,"Bad Waldsee, Stadt",KR,436,08436,Landkreis,Ravensburg,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1045,GS,436010,KD,08436010,084360010010,63,88410,"Bad Wurzach, Stadt",KR,436,08436,Landkreis,Ravensburg,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1046,GS,436011,KD,08436011,084365005011,64,88255,Baienfurt,KR,436,08436,Landkreis,Ravensburg,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1047,GS,436012,KD,08436012,084365005012,64,88255,Baindt,KR,436,08436,Landkreis,Ravensburg,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1048,GS,436013,KD,08436013,084365005013,64,88276,Berg,KR,436,08436,Landkreis,Ravensburg,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1049,GS,436014,KD,08436014,084365002014,64,88368,Bergatreute,KR,436,08436,Landkreis,Ravensburg,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1050,GS,436018,KD,08436018,084365003018,64,88285,Bodnegg,KR,436,08436,Landkreis,Ravensburg,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1051,GS,436019,KD,08436019,084365001019,64,88361,Boms,KR,436,08436,Landkreis,Ravensburg,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1052,GS,436024,KD,08436024,084365001024,64,88370,Ebenweiler,KR,436,08436,Landkreis,Ravensburg,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1053,GS,436027,KD,08436027,084365001027,64,88361,Eichstegen,KR,436,08436,Landkreis,Ravensburg,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1054,GS,436032,KD,08436032,084365001032,64,88373,Fleischwangen,KR,436,08436,Landkreis,Ravensburg,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1055,GS,436039,KD,08436039,084365003039,64,88287,Grünkraut,KR,436,08436,Landkreis,Ravensburg,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1056,GS,436040,KD,08436040,084365001040,64,88379,Guggenhausen,KR,436,08436,Landkreis,Ravensburg,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1057,GS,436047,KD,08436047,084365001047,64,88374,Hoßkirch,KR,436,08436,Landkreis,Ravensburg,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1058,GS,436049,KD,08436049,084360049049,63,88316,"Isny im Allgäu, Stadt",KR,436,08436,Landkreis,Ravensburg,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1059,GS,436052,KD,08436052,084360052052,64,88353,Kißlegg,KR,436,08436,Landkreis,Ravensburg,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1061,GS,436055,KD,08436055,084365004055,67,88299,"Leutkirch im Allgäu, Stadt",KR,436,08436,Landkreis,Ravensburg,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1062,GS,436064,KD,08436064,084365005064,67,88212,"Ravensburg, Stadt",KR,436,08436,Landkreis,Ravensburg,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1063,GS,436067,KD,08436067,084365001067,64,88377,Riedhausen,KR,436,08436,Landkreis,Ravensburg,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1064,GS,436069,KD,08436069,084365003069,64,88281,Schlier,KR,436,08436,Landkreis,Ravensburg,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1065,GS,436077,KD,08436077,084365001077,64,88379,Unterwaldhausen,KR,436,08436,Landkreis,Ravensburg,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1066,GS,436078,KD,08436078,084365006078,64,88267,Vogt,KR,436,08436,Landkreis,Ravensburg,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1067,GS,436079,KD,08436079,084365003079,64,88289,Waldburg,KR,436,08436,Landkreis,Ravensburg,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1068,GS,436081,KD,08436081,084365007081,67,88239,"Wangen im Allgäu, Stadt",KR,436,08436,Landkreis,Ravensburg,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1069,GS,436082,KD,08436082,084365005082,67,88250,"Weingarten, Stadt",KR,436,08436,Landkreis,Ravensburg,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1070,GS,436083,KD,08436083,084365008083,64,88271,Wilhelmsdorf,KR,436,08436,Landkreis,Ravensburg,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1071,GS,436085,KD,08436085,084365006085,64,88364,Wolfegg,KR,436,08436,Landkreis,Ravensburg,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1072,GS,436087,KD,08436087,084365009087,64,88284,Wolpertswende,KR,436,08436,Landkreis,Ravensburg,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1073,GS,436093,KD,08436093,084365001093,64,88371,Ebersbach-Musbach,KR,436,08436,Landkreis,Ravensburg,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1074,GS,436094,KD,08436094,084360094094,64,88260,Argenbühl,KR,436,08436,Landkreis,Ravensburg,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1075,GS,436095,KD,08436095,084365008095,64,88263,Horgenzell,KR,436,08436,Landkreis,Ravensburg,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1076,GS,436096,KD,08436096,084365009096,64,88273,Fronreute,KR,436,08436,Landkreis,Ravensburg,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1077,GS,437005,KD,08437005,084375006005,64,88631,Beuron,KR,437,08437,Landkreis,Sigmaringen,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1078,GS,437008,KD,08437008,084375006008,64,72511,Bingen,KR,437,08437,Landkreis,Sigmaringen,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1079,GS,437031,KD,08437031,084375001031,63,72501,"Gammertingen, Stadt",KR,437,08437,Landkreis,Sigmaringen,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1080,GS,437044,KD,08437044,084375005044,64,88518,Herbertingen,KR,437,08437,Landkreis,Sigmaringen,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1081,GS,437047,KD,08437047,084375001047,63,72513,"Hettingen, Stadt",KR,437,08437,Landkreis,Sigmaringen,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1082,GS,437053,KD,08437053,084375002053,64,88367,Hohentengen,KR,437,08437,Landkreis,Sigmaringen,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1083,GS,437056,KD,08437056,084375004056,64,88636,Illmensee,KR,437,08437,Landkreis,Sigmaringen,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1084,GS,437059,KD,08437059,084375006059,64,72514,Inzigkofen,KR,437,08437,Landkreis,Sigmaringen,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1085,GS,437065,KD,08437065,084375006065,64,72505,Krauchenwies,KR,437,08437,Landkreis,Sigmaringen,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1086,GS,437072,KD,08437072,084375003072,64,88637,Leibertingen,KR,437,08437,Landkreis,Sigmaringen,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1087,GS,437076,KD,08437076,084375002076,63,88512,"Mengen, Stadt",KR,437,08437,Landkreis,Sigmaringen,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1088,GS,437078,KD,08437078,084375003078,63,88605,"Meßkirch, Stadt",KR,437,08437,Landkreis,Sigmaringen,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1089,GS,437082,KD,08437082,084375001082,64,72419,Neufra,KR,437,08437,Landkreis,Sigmaringen,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1090,GS,437086,KD,08437086,084370086086,64,88356,Ostrach,KR,437,08437,Landkreis,Sigmaringen,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1091,GS,437088,KD,08437088,084375004088,63,88630,"Pfullendorf, Stadt",KR,437,08437,Landkreis,Sigmaringen,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1092,GS,437100,KD,08437100,084375005100,63,88348,"Bad Saulgau, Stadt",KR,437,08437,Landkreis,Sigmaringen,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1093,GS,437101,KD,08437101,084375002101,63,72516,"Scheer, Stadt",KR,437,08437,Landkreis,Sigmaringen,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1094,GS,437102,KD,08437102,084375007102,64,72477,Schwenningen,KR,437,08437,Landkreis,Sigmaringen,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1095,GS,437104,KD,08437104,084375006104,63,72488,"Sigmaringen, Stadt",KR,437,08437,Landkreis,Sigmaringen,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1096,GS,437105,KD,08437105,084375006105,64,72517,Sigmaringendorf,KR,437,08437,Landkreis,Sigmaringen,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1097,GS,437107,KD,08437107,084375007107,64,72510,Stetten am kalten Markt,KR,437,08437,Landkreis,Sigmaringen,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1098,GS,437114,KD,08437114,084375001114,63,72519,"Veringenstadt, Stadt",KR,437,08437,Landkreis,Sigmaringen,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1099,GS,437118,KD,08437118,084375004118,64,88639,Wald,KR,437,08437,Landkreis,Sigmaringen,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1100,GS,437123,KD,08437123,084375003123,64,88605,Sauldorf,KR,437,08437,Landkreis,Sigmaringen,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1101,GS,437124,KD,08437124,084375004124,64,88634,Herdwangen-Schönach,KR,437,08437,Landkreis,Sigmaringen,RV,43,0843,Bodensee-Oberschwaben,RB,4,084,Tübingen
1102,x,x,KD,08317971,083179971971,66,x,"Rheinau, gemeindefreies Gebiet",KR,317,08317,Landkreis,Ortenaukreis,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
1103,x,x,KD,08415971,084159971971,66,x,"Gutsbezirk Münsingen, gemeindefreies Gebiet",KR,415,08415,Landkreis,Reutlingen,RV,41,0841,Neckar-Alb,RB,4,084,Tübingen
